filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent
lib/MC/MCWinCOFFStreamer.cpp,188,0,0.0,53,0,0.0,29,0,0.0
lib/MC/MCXCOFFObjectTargetWriter.cpp,2,0,0.0,0,0,,1,0,0.0
lib/MC/MCXCOFFStreamer.cpp,65,0,0.0,12,0,0.0,8,0,0.0
lib/MC/MachObjectWriter.cpp,571,0,0.0,377,0,0.0,32,0,0.0
lib/MC/SPIRVObjectWriter.cpp,28,0,0.0,2,0,0.0,7,0,0.0
lib/MC/StringTableBuilder.cpp,117,39,0.33299999999999996,69,20,0.29,12,6,0.5
lib/MC/SubtargetFeature.cpp,27,0,0.0,18,0,0.0,7,0,0.0
lib/MC/TargetRegistry.cpp,64,0,0.0,28,0,0.0,8,0,0.0
lib/MC/WasmObjectWriter.cpp,1055,0,0.0,757,0,0.0,64,0,0.0
lib/MC/WinCOFFObjectWriter.cpp,572,0,0.0,342,0,0.0,43,0,0.0
lib/MC/XCOFFObjectWriter.cpp,506,0,0.0,309,0,0.0,50,0,0.0
lib/Object/Archive.cpp,691,0,0.0,348,0,0.0,68,0,0.0
lib/Object/ArchiveWriter.cpp,350,0,0.0,203,0,0.0,34,0,0.0
lib/Object/Binary.cpp,35,0,0.0,13,0,0.0,6,0,0.0
lib/Object/COFFImportFile.cpp,206,0,0.0,88,0,0.0,21,0,0.0
lib/Object/COFFModuleDefinition.cpp,193,0,0.0,119,0,0.0,16,0,0.0
lib/Object/COFFObjectFile.cpp,1124,0,0.0,621,0,0.0,163,0,0.0
lib/Object/Decompressor.cpp,49,0,0.0,28,0,0.0,8,0,0.0
lib/Object/ELF.cpp,379,0,0.0,1713,0,0.0,27,0,0.0
lib/Object/ELFObjectFile.cpp,514,0,0.0,260,0,0.0,21,0,0.0
lib/Object/Error.cpp,38,0,0.0,11,0,0.0,9,0,0.0
lib/Object/FaultMapParser.cpp,35,0,0.0,12,0,0.0,4,0,0.0
lib/Object/IRObjectFile.cpp,78,0,0.0,29,0,0.0,12,0,0.0
lib/Object/IRSymtab.cpp,215,24,0.11199999999999999,120,5,0.042,16,6,0.375
lib/Object/MachOObjectFile.cpp,3347,0,0.0,1864,0,0.0,321,0,0.0
lib/Object/MachOUniversal.cpp,171,0,0.0,80,0,0.0,15,0,0.0
lib/Object/MachOUniversalWriter.cpp,200,0,0.0,93,0,0.0,14,0,0.0
lib/Object/Minidump.cpp,84,0,0.0,58,0,0.0,8,0,0.0
lib/Object/ModuleSymbolTable.cpp,123,0,0.0,85,0,0.0,9,0,0.0
lib/Object/Object.cpp,190,0,0.0,59,0,0.0,46,0,0.0
lib/Object/ObjectFile.cpp,95,0,0.0,47,0,0.0,17,0,0.0
lib/Object/OffloadBinary.cpp,85,0,0.0,22,0,0.0,6,0,0.0
lib/Object/RecordStreamer.cpp,124,0,0.0,72,0,0.0,17,0,0.0
lib/Object/RecordStreamer.h,4,0,0.0,0,0,,4,0,0.0
lib/Object/RelocationResolver.cpp,451,0,0.0,200,0,0.0,55,0,0.0
lib/Object/SymbolSize.cpp,63,0,0.0,48,0,0.0,4,0,0.0
lib/Object/SymbolicFile.cpp,35,0,0.0,20,0,0.0,3,0,0.0
lib/Object/TapiFile.cpp,52,0,0.0,29,0,0.0,7,0,0.0
lib/Object/TapiUniversal.cpp,26,0,0.0,8,0,0.0,5,0,0.0
lib/Object/WasmObjectFile.cpp,1328,0,0.0,779,0,0.0,113,0,0.0
lib/Object/WindowsMachineFlag.cpp,19,0,0.0,5,0,0.0,2,0,0.0
lib/Object/WindowsResource.cpp,575,0,0.0,223,0,0.0,53,0,0.0
lib/Object/XCOFFObjectFile.cpp,839,0,0.0,426,0,0.0,164,0,0.0
lib/ProfileData/GCOV.cpp,565,0,0.0,444,0,0.0,40,0,0.0
lib/ProfileData/InstrProf.cpp,745,0,0.0,390,0,0.0,70,0,0.0
lib/ProfileData/InstrProfCorrelator.cpp,169,0,0.0,238,0,0.0,21,0,0.0
lib/ProfileData/InstrProfReader.cpp,590,0,0.0,362,0,0.0,62,0,0.0
lib/ProfileData/InstrProfWriter.cpp,321,0,0.0,154,0,0.0,31,0,0.0
lib/ProfileData/MemProf.cpp,53,0,0.0,22,0,0.0,4,0,0.0
lib/ProfileData/ProfileSummaryBuilder.cpp,96,0,0.0,58,0,0.0,12,0,0.0
lib/ProfileData/RawMemProfReader.cpp,259,0,0.0,144,0,0.0,22,0,0.0
lib/ProfileData/SampleProf.cpp,288,0,0.0,166,0,0.0,31,0,0.0
lib/ProfileData/SampleProfReader.cpp,1091,0,0.0,687,0,0.0,76,0,0.0
lib/ProfileData/SampleProfWriter.cpp,541,0,0.0,332,0,0.0,49,0,0.0
lib/Remarks/BitstreamRemarkParser.cpp,349,0,0.0,196,0,0.0,30,0,0.0
lib/Remarks/BitstreamRemarkParser.h,5,0,0.0,0,0,,2,0,0.0
lib/Remarks/BitstreamRemarkSerializer.cpp,225,0,0.0,50,0,0.0,22,0,0.0
lib/Remarks/Remark.cpp,58,0,0.0,16,0,0.0,21,0,0.0
lib/Remarks/RemarkFormat.cpp,20,0,0.0,4,0,0.0,2,0,0.0
lib/Remarks/RemarkLinker.cpp,63,0,0.0,36,0,0.0,8,0,0.0
lib/Remarks/RemarkParser.cpp,81,0,0.0,32,0,0.0,17,0,0.0
lib/Remarks/RemarkSerializer.cpp,26,0,0.0,10,0,0.0,2,0,0.0
lib/Remarks/RemarkStreamer.cpp,28,0,0.0,18,0,0.0,4,0,0.0
lib/Remarks/RemarkStringTable.cpp,32,0,0.0,16,0,0.0,6,0,0.0
lib/Remarks/YAMLRemarkParser.cpp,277,0,0.0,172,0,0.0,21,0,0.0
lib/Remarks/YAMLRemarkParser.h,6,0,0.0,0,0,,4,0,0.0
lib/Remarks/YAMLRemarkSerializer.cpp,117,0,0.0,50,0,0.0,22,0,0.0
lib/Support/AArch64TargetParser.cpp,110,0,0.0,100,0,0.0,18,0,0.0
lib/Support/AMDGPUMetadata.cpp,135,0,0.0,30,0,0.0,12,0,0.0
lib/Support/APFixedPoint.cpp,330,130,0.39399999999999996,256,91,0.355,18,8,0.444
lib/Support/APFloat.cpp,2509,2003,0.7979999999999999,1790,1195,0.6679999999999999,203,171,0.8420000000000001
lib/Support/APInt.cpp,1560,1352,0.867,1111,815,0.7340000000000001,149,133,0.893
lib/Support/APSInt.cpp,17,14,0.8240000000000001,10,5,0.5,2,1,0.5
lib/Support/ARMAttributeParser.cpp,150,0,0.0,31,0,0.0,43,0,0.0
lib/Support/ARMBuildAttrs.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/ARMTargetParser.cpp,318,117,0.368,230,70,0.304,34,8,0.235
lib/Support/ARMWinEH.cpp,13,0,0.0,4,0,0.0,1,0,0.0
lib/Support/Allocator.cpp,10,0,0.0,0,0,,2,0,0.0
lib/Support/Atomic.cpp,4,0,0.0,0,0,,2,0,0.0
lib/Support/BLAKE3/blake3.c,200,0,0.0,134,0,0.0,10,0,0.0
lib/Support/BLAKE3/blake3_dispatch.c,90,0,0.0,50,0,0.0,8,0,0.0
lib/Support/BLAKE3/blake3_impl.h,30,0,0.0,0,0,,1,0,0.0
lib/Support/BLAKE3/blake3_portable.c,95,0,0.0,8,0,0.0,3,0,0.0
lib/Support/BinaryStreamError.cpp,30,0,0.0,8,0,0.0,6,0,0.0
lib/Support/BinaryStreamReader.cpp,109,0,0.0,36,0,0.0,18,0,0.0
lib/Support/BinaryStreamRef.cpp,60,0,0.0,10,0,0.0,24,0,0.0
lib/Support/BinaryStreamWriter.cpp,55,0,0.0,20,0,0.0,12,0,0.0
lib/Support/BlockFrequency.cpp,38,0,0.0,6,0,0.0,9,0,0.0
lib/Support/BranchProbability.cpp,47,8,0.17,22,3,0.136,8,1,0.125
lib/Support/BuryPointer.cpp,6,0,0.0,6,0,0.0,1,0,0.0
lib/Support/CRC.cpp,12,0,0.0,2,0,0.0,3,0,0.0
lib/Support/CSKYAttributeParser.cpp,42,0,0.0,16,0,0.0,9,0,0.0
lib/Support/CSKYAttributes.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/CSKYTargetParser.cpp,100,0,0.0,59,0,0.0,14,0,0.0
lib/Support/CachePruning.cpp,162,0,0.0,140,0,0.0,6,0,0.0
lib/Support/Caching.cpp,68,0,0.0,20,0,0.0,5,0,0.0
lib/Support/Chrono.cpp,44,0,0.0,19,0,0.0,3,0,0.0
lib/Support/CodeGenCoverage.cpp,48,0,0.0,28,0,0.0,6,0,0.0
lib/Support/CommandLine.cpp,1311,173,0.132,1089,83,0.076,162,26,0.16
lib/Support/Compression.cpp,35,0,0.0,13,0,0.0,7,0,0.0
lib/Support/ConvertUTF.cpp,314,0,0.0,292,0,0.0,13,0,0.0
lib/Support/ConvertUTFWrapper.cpp,160,0,0.0,82,0,0.0,12,0,0.0
lib/Support/CrashRecoveryContext.cpp,133,0,0.0,62,0,0.0,22,0,0.0
lib/Support/DAGDeltaAlgorithm.cpp,94,92,0.9790000000000001,94,41,0.436,18,17,0.9440000000000001
lib/Support/DJB.cpp,35,0,0.0,20,0,0.0,5,0,0.0
lib/Support/DataExtractor.cpp,126,0,0.0,54,0,0.0,31,0,0.0
lib/Support/Debug.cpp,48,23,0.479,28,6,0.214,11,6,0.545
lib/Support/DebugCounter.cpp,72,13,0.18100000000000002,28,2,0.071,9,4,0.444
lib/Support/DeltaAlgorithm.cpp,55,54,0.982,30,28,0.9329999999999999,5,5,1.0
lib/Support/DivisionByConstantInfo.cpp,66,0,0.0,32,0,0.0,2,0,0.0
lib/Support/DynamicLibrary.cpp,74,0,0.0,54,0,0.0,14,0,0.0
lib/Support/ELFAttributeParser.cpp,137,0,0.0,78,0,0.0,9,0,0.0
lib/Support/ELFAttributes.cpp,14,0,0.0,8,0,0.0,4,0,0.0
lib/Support/Errno.cpp,10,0,0.0,2,0,0.0,2,0,0.0
lib/Support/Error.cpp,87,9,0.10300000000000001,22,1,0.045,25,3,0.12
lib/Support/ErrorHandling.cpp,72,0,0.0,16,0,0.0,14,0,0.0
lib/Support/ExtensibleRTTI.cpp,1,0,0.0,0,0,,1,0,0.0
lib/Support/FileCollector.cpp,148,0,0.0,90,0,0.0,21,0,0.0
lib/Support/FileOutputBuffer.cpp,73,0,0.0,23,0,0.0,15,0,0.0
lib/Support/FileUtilities.cpp,157,0,0.0,142,0,0.0,11,0,0.0
lib/Support/FoldingSet.cpp,184,126,0.685,76,38,0.5,28,18,0.643
lib/Support/FormatVariadic.cpp,83,40,0.48200000000000004,46,16,0.348,7,4,0.5710000000000001
lib/Support/FormattedStream.cpp,57,0,0.0,32,0,0.0,8,0,0.0
lib/Support/GlobPattern.cpp,90,0,0.0,67,0,0.0,6,0,0.0
lib/Support/GraphWriter.cpp,162,1,0.006,76,0,0.0,9,1,0.111
lib/Support/Hashing.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/Host.cpp,819,5,0.006,933,1,0.001,23,1,0.043
lib/Support/InitLLVM.cpp,8,0,0.0,2,0,0.0,2,0,0.0
lib/Support/InstructionCost.cpp,4,0,0.0,2,0,0.0,1,0,0.0
lib/Support/IntEqClasses.cpp,38,36,0.9470000000000001,26,21,0.8079999999999999,5,5,1.0
lib/Support/IntervalMap.cpp,82,79,0.963,76,61,0.8029999999999999,6,6,1.0
lib/Support/ItaniumManglingCanonicalizer.cpp,121,0,0.0,56,0,0.0,713,0,0.0
lib/Support/JSON.cpp,633,0,0.0,422,0,0.0,69,0,0.0
lib/Support/KnownBits.cpp,331,0,0.0,230,0,0.0,37,0,0.0
lib/Support/LEB128.cpp,16,0,0.0,8,0,0.0,2,0,0.0
lib/Support/LineIterator.cpp,53,0,0.0,70,0,0.0,5,0,0.0
lib/Support/Locale.cpp,4,0,0.0,0,0,,2,0,0.0
lib/Support/LockFileManager.cpp,144,0,0.0,70,0,0.0,12,0,0.0
lib/Support/LowLevelType.cpp,22,0,0.0,12,0,0.0,2,0,0.0
lib/Support/MD5.cpp,148,0,0.0,12,0,0.0,9,0,0.0
lib/Support/MSP430AttributeParser.cpp,18,0,0.0,8,0,0.0,5,0,0.0
lib/Support/MSP430Attributes.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/ManagedStatic.cpp,29,13,0.44799999999999995,18,3,0.16699999999999998,4,2,0.5
lib/Support/MemAlloc.cpp,6,6,1.0,0,0,,2,2,1.0
lib/Support/Memory.cpp,9,0,0.0,8,0,0.0,2,0,0.0
lib/Support/MemoryBuffer.cpp,204,26,0.127,90,3,0.033,61,8,0.131
lib/Support/MemoryBufferRef.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/NativeFormatting.cpp,107,50,0.467,57,17,0.298,23,7,0.304
lib/Support/OptimizedStructLayout.cpp,169,0,0.0,154,0,0.0,9,0,0.0
lib/Support/Optional.cpp,2,2,1.0,0,0,,1,1,1.0
lib/Support/Parallel.cpp,76,0,0.0,36,0,0.0,18,0,0.0
lib/Support/Path.cpp,706,39,0.055,586,32,0.055,96,7,0.073
lib/Support/PluginLoader.cpp,14,0,0.0,8,0,0.0,3,0,0.0
lib/Support/PrettyStackTrace.cpp,91,0,0.0,32,0,0.0,22,0,0.0
lib/Support/Process.cpp,29,0,0.0,16,0,0.0,5,0,0.0
lib/Support/Program.cpp,37,0,0.0,34,0,0.0,4,0,0.0
lib/Support/RISCVAttributeParser.cpp,16,0,0.0,8,0,0.0,3,0,0.0
lib/Support/RISCVAttributes.cpp,2,0,0.0,0,0,,1,0,0.0
lib/Support/RISCVISAInfo.cpp,453,0,0.0,380,0,0.0,33,0,0.0
lib/Support/RandomNumberGenerator.cpp,28,4,0.14300000000000002,16,0,0.0,5,2,0.4
lib/Support/Regex.cpp,108,0,0.0,74,0,0.0,12,0,0.0
lib/Support/SHA1.cpp,181,9,0.05,18,0,0.0,19,1,0.053
lib/Support/SHA256.cpp,168,0,0.0,18,0,0.0,11,0,0.0
lib/Support/ScaledNumber.cpp,186,0,0.0,128,0,0.0,16,0,0.0
lib/Support/ScopedPrinter.cpp,30,0,0.0,14,0,0.0,4,0,0.0
lib/Support/Signals.cpp,112,23,0.205,56,4,0.071,9,5,0.556
lib/Support/Signposts.cpp,5,0,0.0,0,0,,4,0,0.0
lib/Support/SmallPtrSet.cpp,146,135,0.925,96,67,0.698,11,11,1.0
lib/Support/SmallVector.cpp,29,18,0.621,6,4,0.667,8,5,0.625
lib/Support/SourceMgr.cpp,299,49,0.16399999999999998,217,20,0.092,33,5,0.152
lib/Support/SpecialCaseList.cpp,121,0,0.0,62,0,0.0,11,0,0.0
lib/Support/Statistic.cpp,96,43,0.44799999999999995,46,13,0.28300000000000003,18,11,0.611
lib/Support/StringExtras.cpp,69,52,0.754,62,53,0.855,8,5,0.625
lib/Support/StringMap.cpp,115,113,0.983,56,47,0.8390000000000001,10,10,1.0
lib/Support/StringRef.cpp,314,298,0.9490000000000001,314,272,0.866,33,33,1.0
lib/Support/StringSaver.cpp,11,0,0.0,4,0,0.0,2,0,0.0
lib/Support/SuffixTree.cpp,80,0,0.0,52,0,0.0,5,0,0.0
lib/Support/SymbolRemappingReader.cpp,34,0,0.0,17,0,0.0,2,0,0.0
lib/Support/SystemUtils.cpp,6,0,0.0,2,0,0.0,1,0,0.0
lib/Support/TarWriter.cpp,73,0,0.0,14,0,0.0,10,0,0.0
lib/Support/TargetParser.cpp,157,0,0.0,113,0,0.0,23,0,0.0
lib/Support/ThreadPool.cpp,43,0,0.0,22,0,0.0,8,0,0.0
lib/Support/Threading.cpp,24,2,0.083,16,0,0.0,3,1,0.33299999999999996
lib/Support/TimeProfiler.cpp,161,0,0.0,62,0,0.0,29,0,0.0
lib/Support/Timer.cpp,252,20,0.079,116,0,0.0,38,6,0.158
lib/Support/ToolOutputFile.cpp,26,0,0.0,12,0,0.0,5,0,0.0
lib/Support/TrigramIndex.cpp,56,0,0.0,40,0,0.0,3,0,0.0
lib/Support/Triple.cpp,1199,890,0.742,700,490,0.7,59,48,0.8140000000000001
lib/Support/Twine.cpp,134,83,0.619,45,24,0.5329999999999999,9,7,0.778
lib/Support/TypeSize.cpp,16,5,0.312,4,0,0.0,4,2,0.5
lib/Support/Unicode.cpp,34,0,0.0,44,0,0.0,4,0,0.0
lib/Support/UnicodeCaseFold.cpp,540,0,0.0,564,0,0.0,1,0,0.0
lib/Support/Unix/COM.inc,2,0,0.0,0,0,,1,0,0.0
lib/Support/Unix/DynamicLibrary.inc,21,0,0.0,14,0,0.0,5,0,0.0
lib/Support/Unix/Host.inc,30,7,0.233,16,3,0.188,3,1,0.33299999999999996
lib/Support/Unix/Memory.inc,71,0,0.0,47,0,0.0,5,0,0.0
lib/Support/Unix/Path.inc,548,21,0.038,324,7,0.022000000000000002,74,3,0.040999999999999995
lib/Support/Unix/Process.inc,130,0,0.0,72,0,0.0,33,0,0.0
lib/Support/Unix/Program.inc,243,0,0.0,189,0,0.0,15,0,0.0
lib/Support/Unix/Signals.inc,206,46,0.223,113,16,0.142,31,5,0.161
lib/Support/Unix/ThreadLocal.inc,17,0,0.0,8,0,0.0,5,0,0.0
lib/Support/Unix/Threading.inc,57,0,0.0,26,0,0.0,16,0,0.0
lib/Support/Unix/Unix.h,18,0,0.0,4,0,0.0,4,0,0.0
lib/Support/Unix/Watchdog.inc,4,0,0.0,0,0,,2,0,0.0
lib/Support/Valgrind.cpp,3,0,0.0,0,0,,2,0,0.0
lib/Support/VersionTuple.cpp,62,34,0.5479999999999999,42,21,0.5,4,2,0.5
lib/Support/VirtualFileSystem.cpp,1403,5,0.004,878,3,0.003,183,2,0.011000000000000001
lib/Support/WithColor.cpp,104,31,0.298,43,9,0.209,23,10,0.435
lib/Support/X86TargetParser.cpp,113,0,0.0,131,0,0.0,22,0,0.0
lib/Support/YAMLParser.cpp,1513,0,0.0,1056,0,0.0,107,0,0.0
lib/Support/YAMLTraits.cpp,665,0,0.0,352,0,0.0,134,0,0.0
lib/Support/Z3Solver.cpp,5,0,0.0,0,0,,4,0,0.0
lib/Support/circular_raw_ostream.cpp,17,3,0.17600000000000002,8,1,0.125,2,1,0.5
lib/Support/raw_os_ostream.cpp,6,5,0.833,0,0,,3,2,0.667
lib/Support/raw_ostream.cpp,459,118,0.257,262,50,0.191,70,20,0.28600000000000003
lib/Support/regcomp.c,749,0,0.0,649,0,0.0,38,0,0.0
lib/Support/regengine.inc,494,0,0.0,381,0,0.0,12,0,0.0
lib/Support/regerror.c,25,0,0.0,18,0,0.0,2,0,0.0
lib/Support/regexec.c,10,0,0.0,10,0,0.0,1,0,0.0
lib/Support/regfree.c,17,0,0.0,14,0,0.0,1,0,0.0
lib/Support/regstrlcpy.c,13,0,0.0,12,0,0.0,1,0,0.0
lib/Support/xxhash.cpp,61,0,0.0,10,0,0.0,5,0,0.0
lib/TableGen/DetailedRecordsBackend.cpp,84,0,0.0,32,0,0.0,12,0,0.0
lib/TableGen/Error.cpp,69,0,0.0,12,0,0.0,20,0,0.0
lib/TableGen/JSONBackend.cpp,89,0,0.0,52,0,0.0,4,0,0.0
lib/TableGen/Main.cpp,65,0,0.0,32,0,0.0,3,0,0.0
lib/TableGen/Parser.cpp,14,0,0.0,4,0,0.0,1,0,0.0
lib/TableGen/Record.cpp,1757,0,0.0,1147,0,0.0,215,0,0.0
lib/TableGen/SetTheory.cpp,169,0,0.0,96,0,0.0,21,0,0.0
lib/TableGen/StringMatcher.cpp,65,0,0.0,42,0,0.0,3,0,0.0
lib/TableGen/TGLexer.cpp,547,0,0.0,348,0,0.0,29,0,0.0
lib/TableGen/TGLexer.h,14,0,0.0,12,0,0.0,6,0,0.0
lib/TableGen/TGParser.cpp,2151,0,0.0,1496,0,0.0,68,0,0.0
lib/TableGen/TGParser.h,43,0,0.0,8,0,0.0,17,0,0.0
lib/TableGen/TableGenBackend.cpp,26,0,0.0,10,0,0.0,2,0,0.0
lib/TableGen/TableGenBackendSkeleton.cpp,5,0,0.0,0,0,,3,0,0.0
lib/Testing/Support/Annotations.cpp,59,0,0.0,28,0,0.0,9,0,0.0
lib/Testing/Support/Error.cpp,7,7,1.0,0,0,,2,2,1.0
lib/Testing/Support/SupportHelpers.cpp,25,0,0.0,8,0,0.0,2,0,0.0
lib/TextAPI/Architecture.cpp,25,0,0.0,53,0,0.0,7,0,0.0
lib/TextAPI/ArchitectureSet.cpp,34,0,0.0,18,0,0.0,6,0,0.0
lib/TextAPI/InterfaceFile.cpp,94,0,0.0,66,0,0.0,20,0,0.0
lib/TextAPI/PackedVersion.cpp,56,0,0.0,46,0,0.0,3,0,0.0
lib/TextAPI/Platform.cpp,96,0,0.0,49,0,0.0,6,0,0.0
lib/TextAPI/Symbol.cpp,29,0,0.0,13,0,0.0,3,0,0.0
lib/TextAPI/Target.cpp,43,0,0.0,14,0,0.0,6,0,0.0
lib/TextAPI/TextStub.cpp,590,0,0.0,297,0,0.0,35,0,0.0
lib/TextAPI/TextStubCommon.cpp,136,0,0.0,63,0,0.0,20,0,0.0
lib/TextAPI/TextStubCommon.h,2,0,0.0,0,0,,8,0,0.0
test/tools/llvm-cov/gcov/Inputs/gcov-9.c,9,9,1.0,6,6,1.0,1,1,1.0
unittests/ADT/APFixedPointTest.cpp,560,560,1.0,126,68,0.54,56,56,1.0
unittests/ADT/APFloatTest.cpp,2348,2304,0.981,2558,1327,0.519,162,162,1.0
unittests/ADT/APIntTest.cpp,2274,2267,0.997,3078,1594,0.518,178,178,1.0
unittests/ADT/APSIntTest.cpp,207,207,1.0,338,166,0.491,20,20,1.0
unittests/ADT/AnyTest.cpp,100,100,1.0,173,79,0.457,8,8,1.0
unittests/ADT/ArrayRefTest.cpp,144,138,0.958,120,59,0.49200000000000005,38,36,0.9470000000000001
unittests/ADT/BitFieldsTest.cpp,149,149,1.0,199,92,0.462,32,32,1.0
unittests/ADT/BitVectorTest.cpp,964,963,0.9990000000000001,1023,518,0.506,56,56,1.0
unittests/ADT/BitmaskEnumTest.cpp,70,70,1.0,42,21,0.5,23,23,1.0
unittests/ADT/BreadthFirstIteratorTest.cpp,48,48,1.0,36,18,0.5,4,4,1.0
unittests/ADT/BumpPtrListTest.cpp,151,151,1.0,113,71,0.628,32,32,1.0
unittests/ADT/CoalescingBitVectorTest.cpp,388,379,0.977,188,100,0.532,33,33,1.0
unittests/ADT/CombinationGeneratorTest.cpp,88,88,1.0,28,14,0.5,14,14,1.0
unittests/ADT/DAGDeltaAlgorithmTest.cpp,41,41,1.0,16,10,0.625,8,8,1.0
unittests/ADT/DeltaAlgorithmTest.cpp,41,32,0.78,18,9,0.5,9,8,0.889
unittests/ADT/DenseMapTest.cpp,395,395,1.0,348,206,0.5920000000000001,172,172,1.0
unittests/ADT/DenseSetTest.cpp,122,122,1.0,86,45,0.523,73,73,1.0
unittests/ADT/DepthFirstIteratorTest.cpp,13,13,1.0,4,3,0.75,5,5,1.0
unittests/ADT/DirectedGraphTest.cpp,119,119,1.0,90,50,0.556,18,18,1.0
unittests/ADT/EnumeratedArrayTest.cpp,18,18,1.0,18,9,0.5,2,2,1.0
unittests/ADT/EquivalenceClassesTest.cpp,53,53,1.0,52,42,0.8079999999999999,13,13,1.0
unittests/ADT/FallibleIteratorTest.cpp,122,121,0.992,67,36,0.537,25,25,1.0
unittests/ADT/FloatingPointMode.cpp,59,59,1.0,90,45,0.5,14,14,1.0
unittests/ADT/FoldingSet.cpp,125,125,1.0,44,22,0.5,32,32,1.0
unittests/ADT/FunctionExtrasTest.cpp,169,167,0.988,94,47,0.5,23,21,0.9129999999999999
unittests/ADT/FunctionRefTest.cpp,33,31,0.9390000000000001,16,8,0.5,11,11,1.0
unittests/ADT/HashingTest.cpp,198,196,0.99,214,112,0.523,38,37,0.9740000000000001
unittests/ADT/IListBaseTest.cpp,93,93,1.0,92,46,0.5,10,10,1.0
unittests/ADT/IListIteratorTest.cpp,104,104,1.0,114,57,0.5,14,14,1.0
unittests/ADT/IListNodeBaseTest.cpp,70,70,1.0,96,48,0.5,6,6,1.0
unittests/ADT/IListNodeTest.cpp,2,2,1.0,0,0,,2,2,1.0
unittests/ADT/IListSentinelTest.cpp,19,19,1.0,20,10,0.5,4,4,1.0
unittests/ADT/IListTest.cpp,164,164,1.0,140,73,0.521,32,32,1.0
unittests/ADT/ImmutableListTest.cpp,164,163,0.9940000000000001,172,88,0.512,27,27,1.0
unittests/ADT/ImmutableMapTest.cpp,52,52,1.0,62,31,0.5,10,10,1.0
unittests/ADT/ImmutableSetTest.cpp,101,100,0.99,116,58,0.5,8,8,1.0
unittests/ADT/IntEqClassesTest.cpp,73,73,1.0,122,61,0.5,2,2,1.0
unittests/ADT/IntervalMapTest.cpp,585,585,1.0,684,352,0.515,24,24,1.0
unittests/ADT/IntrusiveRefCntPtrTest.cpp,67,67,1.0,32,16,0.5,19,19,1.0
unittests/ADT/IteratorTest.cpp,308,308,1.0,238,140,0.588,57,57,1.0
unittests/ADT/MapVectorTest.cpp,300,300,1.0,334,171,0.512,34,34,1.0
unittests/ADT/MappedIteratorTest.cpp,45,45,1.0,12,6,0.5,12,12,1.0
unittests/ADT/OptionalTest.cpp,461,447,0.97,322,163,0.506,139,133,0.9570000000000001
unittests/ADT/PackedVectorTest.cpp,62,62,1.0,142,59,0.415,6,6,1.0
unittests/ADT/PointerEmbeddedIntTest.cpp,46,46,1.0,62,31,0.5,6,6,1.0
unittests/ADT/PointerIntPairTest.cpp,44,44,1.0,46,23,0.5,8,8,1.0
unittests/ADT/PointerSumTypeTest.cpp,70,70,1.0,98,49,0.5,13,13,1.0
unittests/ADT/PointerUnionTest.cpp,106,106,1.0,176,88,0.5,13,13,1.0
unittests/ADT/PostOrderIteratorTest.cpp,45,45,1.0,32,18,0.562,4,4,1.0
unittests/ADT/PriorityWorklistTest.cpp,100,100,1.0,156,78,0.5,6,6,1.0
unittests/ADT/RangeAdapterTest.cpp,43,39,0.907,4,3,0.75,49,45,0.9179999999999999
unittests/ADT/SCCIteratorTest.cpp,39,39,1.0,42,34,0.81,2,2,1.0
unittests/ADT/STLExtrasTest.cpp,594,588,0.99,700,350,0.5,115,115,1.0
unittests/ADT/STLForwardCompatTest.cpp,30,30,1.0,40,20,0.5,24,24,1.0
unittests/ADT/ScopeExitTest.cpp,21,21,1.0,10,5,0.5,4,4,1.0
unittests/ADT/SequenceTest.cpp,141,141,1.0,259,121,0.467,25,25,1.0
unittests/ADT/SetVectorTest.cpp,25,25,1.0,20,10,0.5,4,4,1.0
unittests/ADT/SimpleIListTest.cpp,492,492,1.0,438,236,0.539,65,65,1.0
unittests/ADT/SmallPtrSetTest.cpp,290,290,1.0,342,203,0.594,23,23,1.0
unittests/ADT/SmallSetTest.cpp,123,123,1.0,116,72,0.621,16,16,1.0
unittests/ADT/SmallStringTest.cpp,185,185,1.0,202,102,0.505,39,39,1.0
unittests/ADT/SmallVectorTest.cpp,766,760,0.992,591,313,0.53,308,304,0.987
unittests/ADT/SparseBitVectorTest.cpp,146,146,1.0,116,58,0.5,8,8,1.0
unittests/ADT/SparseMultiSetTest.cpp,155,155,1.0,146,76,0.521,10,10,1.0
unittests/ADT/SparseSetTest.cpp,130,130,1.0,142,74,0.521,10,10,1.0
unittests/ADT/StatisticTest.cpp,82,82,1.0,74,40,0.541,7,7,1.0
unittests/ADT/StringExtrasTest.cpp,251,251,1.0,252,131,0.52,42,42,1.0
unittests/ADT/StringMapTest.cpp,372,371,0.997,252,131,0.52,84,83,0.988
unittests/ADT/StringRefTest.cpp,687,681,0.991,792,419,0.529,86,84,0.977
unittests/ADT/StringSetTest.cpp,43,43,1.0,24,12,0.5,8,8,1.0
unittests/ADT/StringSwitchTest.cpp,152,152,1.0,120,60,0.5,16,16,1.0
