File Name,Assert Count
test\CodeGen\AMDGPU\control-flow-optnone.ll,0
test\CodeGen\AMDGPU\convergent-inlineasm.ll,0
test\CodeGen\AMDGPU\copy-illegal-type.ll,11
test\CodeGen\AMDGPU\copy-to-reg.ll,0
test\CodeGen\AMDGPU\cross-block-use-is-not-abi-copy.ll,0
test\CodeGen\AMDGPU\cse-phi-incoming-val.ll,0
test\CodeGen\AMDGPU\csr-gfx10.ll,0
test\CodeGen\AMDGPU\ctlz.ll,0
test\CodeGen\AMDGPU\ctlz_zero_undef.ll,0
test\CodeGen\AMDGPU\ctpop.ll,0
test\CodeGen\AMDGPU\ctpop16.ll,0
test\CodeGen\AMDGPU\ctpop64.ll,0
test\CodeGen\AMDGPU\cttz_zero_undef.ll,0
test\CodeGen\AMDGPU\cube.ll,0
test\CodeGen\AMDGPU\cvt_f32_ubyte.ll,0
test\CodeGen\AMDGPU\cvt_flr_i32_f32.ll,0
test\CodeGen\AMDGPU\cvt_rpi_i32_f32.ll,0
test\CodeGen\AMDGPU\dag-divergence.ll,0
test\CodeGen\AMDGPU\dagcomb-shuffle-vecextend-non2.ll,0
test\CodeGen\AMDGPU\dagcombine-reassociate-bug.ll,0
test\CodeGen\AMDGPU\dagcombine-select.ll,0
test\CodeGen\AMDGPU\dagcombine-setcc-select.ll,0
test\CodeGen\AMDGPU\dagcombiner-bug-illegal-vec4-int-to-fp.ll,0
test\CodeGen\AMDGPU\debug-value.ll,0
test\CodeGen\AMDGPU\debug-value2.ll,0
test\CodeGen\AMDGPU\debug.ll,1
test\CodeGen\AMDGPU\default-fp-mode.ll,9
test\CodeGen\AMDGPU\directive-amdgcn-target.ll,0
test\CodeGen\AMDGPU\disable_form_clauses.ll,0
test\CodeGen\AMDGPU\disconnected-predset-break-bug.ll,0
test\CodeGen\AMDGPU\diverge-extra-formal-args.ll,0
test\CodeGen\AMDGPU\diverge-interp-mov-lower.ll,0
test\CodeGen\AMDGPU\diverge-switch-default.ll,0
test\CodeGen\AMDGPU\divergence-at-use.ll,0
test\CodeGen\AMDGPU\divergent-branch-uniform-condition.ll,0
test\CodeGen\AMDGPU\divrem24-assume.ll,0
test\CodeGen\AMDGPU\div_i128.ll,0
test\CodeGen\AMDGPU\dpp_combine.ll,0
test\CodeGen\AMDGPU\drop-mem-operand-move-smrd.ll,0
test\CodeGen\AMDGPU\ds-combine-large-stride.ll,0
test\CodeGen\AMDGPU\ds-combine-with-dependence.ll,0
test\CodeGen\AMDGPU\ds-negative-offset-addressing-mode-loop.ll,0
test\CodeGen\AMDGPU\ds-sub-offset.ll,0
test\CodeGen\AMDGPU\ds_read2.ll,0
test\CodeGen\AMDGPU\ds_read2st64.ll,0
test\CodeGen\AMDGPU\ds_read2_offset_order.ll,0
test\CodeGen\AMDGPU\ds_read2_superreg.ll,0
test\CodeGen\AMDGPU\ds_write2.ll,0
test\CodeGen\AMDGPU\ds_write2st64.ll,0
test\CodeGen\AMDGPU\dynamic_stackalloc.ll,1
test\CodeGen\AMDGPU\early-if-convert-cost.ll,4
test\CodeGen\AMDGPU\early-if-convert.ll,16
test\CodeGen\AMDGPU\early-inline-alias.ll,0
test\CodeGen\AMDGPU\early-inline.ll,0
test\CodeGen\AMDGPU\elf-header-flags-mach.ll,0
test\CodeGen\AMDGPU\elf-header-flags-sram-ecc.ll,0
test\CodeGen\AMDGPU\elf-header-flags-xnack.ll,0
test\CodeGen\AMDGPU\elf-header-osabi.ll,0
test\CodeGen\AMDGPU\elf-notes.ll,0
test\CodeGen\AMDGPU\elf.ll,1
test\CodeGen\AMDGPU\elf.metadata.ll,0
test\CodeGen\AMDGPU\elf.r600.ll,1
test\CodeGen\AMDGPU\else.ll,0
test\CodeGen\AMDGPU\empty-function.ll,0
test\CodeGen\AMDGPU\enable-no-signed-zeros-fp-math.ll,0
test\CodeGen\AMDGPU\endcf-loop-header.ll,1
test\CodeGen\AMDGPU\enqueue-kernel.ll,0
test\CodeGen\AMDGPU\exceed-max-sgprs.ll,0
test\CodeGen\AMDGPU\extend-bit-ops-i16.ll,0
test\CodeGen\AMDGPU\extload-align.ll,0
test\CodeGen\AMDGPU\extload-private.ll,0
test\CodeGen\AMDGPU\extload.ll,0
test\CodeGen\AMDGPU\extract-lowbits.ll,0
test\CodeGen\AMDGPU\extract-subvector-equal-length.ll,0
test\CodeGen\AMDGPU\extract-vector-elt-build-vector-combine.ll,0
test\CodeGen\AMDGPU\extractelt-to-trunc.ll,0
test\CodeGen\AMDGPU\extract_subvector_vec4_vec3.ll,0
test\CodeGen\AMDGPU\extract_vector_dynelt.ll,0
test\CodeGen\AMDGPU\extract_vector_elt-f16.ll,0
test\CodeGen\AMDGPU\extract_vector_elt-f64.ll,0
test\CodeGen\AMDGPU\extract_vector_elt-i16.ll,0
test\CodeGen\AMDGPU\extract_vector_elt-i64.ll,0
test\CodeGen\AMDGPU\extract_vector_elt-i8.ll,0
test\CodeGen\AMDGPU\fabs.f16.ll,0
test\CodeGen\AMDGPU\fabs.f64.ll,0
test\CodeGen\AMDGPU\fabs.ll,0
test\CodeGen\AMDGPU\fadd-fma-fmul-combine.ll,0
test\CodeGen\AMDGPU\fadd.f16.ll,0
test\CodeGen\AMDGPU\fadd.ll,0
test\CodeGen\AMDGPU\fadd64.ll,0
test\CodeGen\AMDGPU\fcanonicalize-elimination.ll,47
test\CodeGen\AMDGPU\fcanonicalize.f16.ll,33
test\CodeGen\AMDGPU\fcanonicalize.ll,42
test\CodeGen\AMDGPU\fceil.ll,0
test\CodeGen\AMDGPU\fceil64.ll,0
test\CodeGen\AMDGPU\fcmp-cnd.ll,1
test\CodeGen\AMDGPU\fcmp-cnde-int-args.ll,1
test\CodeGen\AMDGPU\fcmp.f16.ll,0
test\CodeGen\AMDGPU\fcmp.ll,0
test\CodeGen\AMDGPU\fcmp64.ll,0
test\CodeGen\AMDGPU\fconst64.ll,0
test\CodeGen\AMDGPU\fcopysign.f16.ll,12
test\CodeGen\AMDGPU\fcopysign.f32.ll,3
test\CodeGen\AMDGPU\fcopysign.f64.ll,4
test\CodeGen\AMDGPU\fdiv.f16.ll,0
test\CodeGen\AMDGPU\fdiv.f64.ll,0
test\CodeGen\AMDGPU\fdiv.ll,0
test\CodeGen\AMDGPU\fdiv32-to-rcp-folding.ll,0
test\CodeGen\AMDGPU\fdot2.ll,0
test\CodeGen\AMDGPU\fence-barrier.ll,9
test\CodeGen\AMDGPU\fetch-limits.r600.ll,0
test\CodeGen\AMDGPU\fetch-limits.r700+.ll,0
test\CodeGen\AMDGPU\fexp.ll,0
test\CodeGen\AMDGPU\ffloor.f64.ll,0
test\CodeGen\AMDGPU\ffloor.ll,0
test\CodeGen\AMDGPU\fix-wwm-vgpr-copy.ll,0
test\CodeGen\AMDGPU\flat-address-space.ll,0
test\CodeGen\AMDGPU\flat-error-unsupported-gpu-hsa.ll,0
test\CodeGen\AMDGPU\flat-for-global-subtarget-feature.ll,2
test\CodeGen\AMDGPU\flat-offset-bug.ll,0
test\CodeGen\AMDGPU\flat-scratch-reg.ll,0
test\CodeGen\AMDGPU\flat_atomics.ll,0
test\CodeGen\AMDGPU\flat_atomics_i64.ll,0
test\CodeGen\AMDGPU\floor.ll,1
test\CodeGen\AMDGPU\fma-combine.ll,14
test\CodeGen\AMDGPU\fma.f64.ll,0
test\CodeGen\AMDGPU\fma.ll,0
test\CodeGen\AMDGPU\fmac.sdwa.ll,0
test\CodeGen\AMDGPU\fmad.ll,1
test\CodeGen\AMDGPU\fmax.ll,1
test\CodeGen\AMDGPU\fmax3.f64.ll,1
test\CodeGen\AMDGPU\fmax3.ll,4
test\CodeGen\AMDGPU\fmaxnum.f64.ll,10
test\CodeGen\AMDGPU\fmaxnum.ll,8
test\CodeGen\AMDGPU\fmaxnum.r600.ll,5
test\CodeGen\AMDGPU\fmax_legacy.f16.ll,5
test\CodeGen\AMDGPU\fmax_legacy.f64.ll,4
test\CodeGen\AMDGPU\fmax_legacy.ll,8
test\CodeGen\AMDGPU\fmed3.ll,0
test\CodeGen\AMDGPU\fmin.ll,1
test\CodeGen\AMDGPU\fmin3.ll,6
test\CodeGen\AMDGPU\fminnum.f64.ll,6
test\CodeGen\AMDGPU\fminnum.ll,9
test\CodeGen\AMDGPU\fminnum.r600.ll,5
test\CodeGen\AMDGPU\fmin_fmax_legacy.amdgcn.ll,0
test\CodeGen\AMDGPU\fmin_legacy.f16.ll,5
test\CodeGen\AMDGPU\fmin_legacy.f64.ll,8
test\CodeGen\AMDGPU\fmin_legacy.ll,8
test\CodeGen\AMDGPU\fmul-2-combine-multi-use.ll,0
test\CodeGen\AMDGPU\fmul.f16.ll,0
test\CodeGen\AMDGPU\fmul.ll,3
test\CodeGen\AMDGPU\fmul64.ll,0
test\CodeGen\AMDGPU\fmuladd.f16.ll,0
test\CodeGen\AMDGPU\fmuladd.f32.ll,0
test\CodeGen\AMDGPU\fmuladd.f64.ll,0
test\CodeGen\AMDGPU\fmuladd.v2f16.ll,0
test\CodeGen\AMDGPU\fnearbyint.ll,0
test\CodeGen\AMDGPU\fneg-combines.ll,0
test\CodeGen\AMDGPU\fneg-combines.si.ll,0
test\CodeGen\AMDGPU\fneg-fabs.f16.ll,0
test\CodeGen\AMDGPU\fneg-fabs.f64.ll,0
test\CodeGen\AMDGPU\fneg-fabs.ll,0
test\CodeGen\AMDGPU\fneg.f16.ll,0
test\CodeGen\AMDGPU\fneg.f64.ll,0
test\CodeGen\AMDGPU\fneg.ll,0
test\CodeGen\AMDGPU\fold-fmul-to-neg-abs.ll,0
test\CodeGen\AMDGPU\force-alwaysinline-lds-global-address-codegen.ll,0
test\CodeGen\AMDGPU\force-alwaysinline-lds-global-address.ll,0
test\CodeGen\AMDGPU\fp-classify.ll,12
test\CodeGen\AMDGPU\fp16_to_fp32.ll,1
test\CodeGen\AMDGPU\fp16_to_fp64.ll,1
test\CodeGen\AMDGPU\fp32_to_fp16.ll,1
test\CodeGen\AMDGPU\fpext-free.ll,0
test\CodeGen\AMDGPU\fpext.f16.ll,0
test\CodeGen\AMDGPU\fpext.ll,0
test\CodeGen\AMDGPU\fptosi.f16.ll,0
test\CodeGen\AMDGPU\fptoui.f16.ll,0
test\CodeGen\AMDGPU\fptrunc.f16.ll,0
test\CodeGen\AMDGPU\fptrunc.ll,0
test\CodeGen\AMDGPU\fp_to_sint.f64.ll,0
test\CodeGen\AMDGPU\fp_to_sint.ll,0
test\CodeGen\AMDGPU\fp_to_uint.f64.ll,0
test\CodeGen\AMDGPU\fp_to_uint.ll,0
test\CodeGen\AMDGPU\fract.f64.ll,0
test\CodeGen\AMDGPU\fract.ll,0
test\CodeGen\AMDGPU\frame-index-elimination.ll,0
test\CodeGen\AMDGPU\frem.ll,0
test\CodeGen\AMDGPU\fsqrt.f64.ll,0
test\CodeGen\AMDGPU\fsqrt.ll,0
test\CodeGen\AMDGPU\fsub.f16.ll,0
test\CodeGen\AMDGPU\fsub.ll,0
test\CodeGen\AMDGPU\fsub64.ll,0
test\CodeGen\AMDGPU\ftrunc.f64.ll,0
test\CodeGen\AMDGPU\ftrunc.ll,0
test\CodeGen\AMDGPU\function-args.ll,0
test\CodeGen\AMDGPU\function-call-relocs.ll,0
test\CodeGen\AMDGPU\function-returns.ll,0
test\CodeGen\AMDGPU\gds-atomic.ll,0
test\CodeGen\AMDGPU\gep-address-space.ll,0
test\CodeGen\AMDGPU\gfx10-vop-literal.ll,4
test\CodeGen\AMDGPU\gfx902-without-xnack.ll,1
test\CodeGen\AMDGPU\global-constant.ll,0
test\CodeGen\AMDGPU\global-directive.ll,0
test\CodeGen\AMDGPU\global-extload-i16.ll,0
test\CodeGen\AMDGPU\global-saddr.ll,0
test\CodeGen\AMDGPU\global-smrd-unknown.ll,0
test\CodeGen\AMDGPU\global-variable-relocs.ll,0
test\CodeGen\AMDGPU\global_atomics.ll,0
test\CodeGen\AMDGPU\global_atomics_i64.ll,0
test\CodeGen\AMDGPU\global_smrd.ll,0
test\CodeGen\AMDGPU\global_smrd_cfg.ll,0
test\CodeGen\AMDGPU\gv-const-addrspace.ll,0
test\CodeGen\AMDGPU\gv-offset-folding.ll,0
test\CodeGen\AMDGPU\half.ll,2
test\CodeGen\AMDGPU\hoist-cond.ll,0
test\CodeGen\AMDGPU\hsa-default-device.ll,1
test\CodeGen\AMDGPU\hsa-fp-mode.ll,9
test\CodeGen\AMDGPU\hsa-func-align.ll,0
test\CodeGen\AMDGPU\hsa-func.ll,0
test\CodeGen\AMDGPU\hsa-globals.ll,1
test\CodeGen\AMDGPU\hsa-group-segment.ll,1
test\CodeGen\AMDGPU\hsa-metadata-deduce-ro-arg-v3.ll,1
test\CodeGen\AMDGPU\hsa-metadata-deduce-ro-arg.ll,1
test\CodeGen\AMDGPU\hsa-metadata-enqueue-kernel-v3.ll,2
test\CodeGen\AMDGPU\hsa-metadata-enqueue-kernel.ll,2
test\CodeGen\AMDGPU\hsa-metadata-from-llvm-ir-full-v3.ll,33
test\CodeGen\AMDGPU\hsa-metadata-from-llvm-ir-full.ll,33
test\CodeGen\AMDGPU\hsa-metadata-hidden-args-v3.ll,7
test\CodeGen\AMDGPU\hsa-metadata-hidden-args.ll,7
test\CodeGen\AMDGPU\hsa-metadata-images-v3.ll,1
test\CodeGen\AMDGPU\hsa-metadata-images.ll,1
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-1-v3.ll,0
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-1.ll,0
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-2-v3.ll,0
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-2.ll,0
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-3-v3.ll,0
test\CodeGen\AMDGPU\hsa-metadata-invalid-ocl-version-3.ll,0
test\CodeGen\AMDGPU\hsa-metadata-kernel-code-props-v3.ll,1
test\CodeGen\AMDGPU\hsa-metadata-kernel-code-props.ll,1
test\CodeGen\AMDGPU\hsa-metadata-wavefrontsize.ll,0
test\CodeGen\AMDGPU\hsa-note-no-func.ll,0
test\CodeGen\AMDGPU\hsa.ll,0
test\CodeGen\AMDGPU\huge-private-buffer.ll,0
test\CodeGen\AMDGPU\i1-copy-from-loop.ll,0
test\CodeGen\AMDGPU\i1-copy-implicit-def.ll,0
test\CodeGen\AMDGPU\i1-copy-phi-uniform-branch.ll,1
test\CodeGen\AMDGPU\i1-copy-phi.ll,0
test\CodeGen\AMDGPU\i8-to-double-to-float.ll,1
test\CodeGen\AMDGPU\icmp-select-sete-reverse-args.ll,1
test\CodeGen\AMDGPU\icmp.i16.ll,0
test\CodeGen\AMDGPU\icmp64.ll,10
test\CodeGen\AMDGPU\idiv-licm.ll,0
test\CodeGen\AMDGPU\idot2.ll,0
test\CodeGen\AMDGPU\idot4s.ll,0
test\CodeGen\AMDGPU\idot4u.ll,0
test\CodeGen\AMDGPU\idot8s.ll,0
test\CodeGen\AMDGPU\idot8u.ll,0
test\CodeGen\AMDGPU\illegal-sgpr-to-vgpr-copy.ll,0
test\CodeGen\AMDGPU\image-attributes.ll,0
test\CodeGen\AMDGPU\image-resource-id.ll,40
test\CodeGen\AMDGPU\image-schedule.ll,0
test\CodeGen\AMDGPU\image_ls_mipmap_zero.ll,0
test\CodeGen\AMDGPU\img-nouse-adjust.ll,0
test\CodeGen\AMDGPU\imm.ll,0
test\CodeGen\AMDGPU\imm16.ll,0
test\CodeGen\AMDGPU\immv216.ll,0
test\CodeGen\AMDGPU\implicit-def-muse.ll,0
test\CodeGen\AMDGPU\indirect-addressing-si-gfx9.ll,0
test\CodeGen\AMDGPU\indirect-addressing-si-noopt.ll,0
test\CodeGen\AMDGPU\indirect-addressing-si-pregfx9.ll,0
test\CodeGen\AMDGPU\indirect-addressing-si.ll,0
test\CodeGen\AMDGPU\indirect-addressing-term.ll,0
test\CodeGen\AMDGPU\indirect-private-64.ll,0
test\CodeGen\AMDGPU\infer-addrpace-pipeline.ll,0
test\CodeGen\AMDGPU\infinite-loop-evergreen.ll,0
test\CodeGen\AMDGPU\infinite-loop.ll,0
test\CodeGen\AMDGPU\inline-asm.ll,0
test\CodeGen\AMDGPU\inline-attr.ll,0
test\CodeGen\AMDGPU\inline-calls.ll,0
test\CodeGen\AMDGPU\inline-constraints.ll,0
test\CodeGen\AMDGPU\inline-maxbb.ll,0
test\CodeGen\AMDGPU\inlineasm-16.ll,0
test\CodeGen\AMDGPU\inlineasm-illegal-type.ll,0
test\CodeGen\AMDGPU\inlineasm-packed.ll,0
test\CodeGen\AMDGPU\InlineAsmCrash.ll,0
test\CodeGen\AMDGPU\input-mods.ll,1
test\CodeGen\AMDGPU\insert-subvector-unused-scratch.ll,0
test\CodeGen\AMDGPU\insert_subreg.ll,1
test\CodeGen\AMDGPU\insert_vector_dynelt.ll,0
test\CodeGen\AMDGPU\insert_vector_elt.ll,0
test\CodeGen\AMDGPU\insert_vector_elt.v2i16.ll,0
test\CodeGen\AMDGPU\insert_vector_elt.v2i16.subtest-nosaddr.ll,0
test\CodeGen\AMDGPU\insert_vector_elt.v2i16.subtest-saddr.ll,0
test\CodeGen\AMDGPU\internalize.ll,0
test\CodeGen\AMDGPU\invalid-addrspacecast.ll,0
test\CodeGen\AMDGPU\invalid-alloca.ll,1
test\CodeGen\AMDGPU\invariant-load-no-alias-store.ll,2
test\CodeGen\AMDGPU\ipra-regmask.ll,0
test\CodeGen\AMDGPU\ipra.ll,1
test\CodeGen\AMDGPU\jump-address.ll,0
test\CodeGen\AMDGPU\kcache-fold.ll,0
test\CodeGen\AMDGPU\kernarg-stack-alignment.ll,0
test\CodeGen\AMDGPU\kernel-args.ll,0
test\CodeGen\AMDGPU\kernel-argument-dag-lowering.ll,0
test\CodeGen\AMDGPU\known-never-nan.ll,0
test\CodeGen\AMDGPU\known-never-snan.ll,0
test\CodeGen\AMDGPU\knownbits-recursion.ll,1
test\CodeGen\AMDGPU\large-alloca-compute.ll,0
test\CodeGen\AMDGPU\large-alloca-graphics.ll,0
test\CodeGen\AMDGPU\large-constant-initializer.ll,0
test\CodeGen\AMDGPU\large-work-group-promote-alloca.ll,0
test\CodeGen\AMDGPU\lcssa-optnone.ll,0
test\CodeGen\AMDGPU\lds-alignment.ll,14
test\CodeGen\AMDGPU\lds-bounds.ll,0
test\CodeGen\AMDGPU\lds-global-non-entry-func.ll,0
test\CodeGen\AMDGPU\lds-initializer.ll,0
test\CodeGen\AMDGPU\lds-m0-init-in-loop.ll,0
test\CodeGen\AMDGPU\lds-misaligned-bug.ll,12
test\CodeGen\AMDGPU\lds-oqap-crash.ll,0
test\CodeGen\AMDGPU\lds-output-queue.ll,0
test\CodeGen\AMDGPU\lds-relocs.ll,1
test\CodeGen\AMDGPU\lds-size.ll,1
test\CodeGen\AMDGPU\lds-zero-initializer.ll,0
test\CodeGen\AMDGPU\lds_atomic_f32.ll,0
test\CodeGen\AMDGPU\legalize-fp-load-invariant.ll,0
test\CodeGen\AMDGPU\legalizedag-bug-expand-setcc.ll,0
test\CodeGen\AMDGPU\literals.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.alignb.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.atomic.dec.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.atomic.fadd.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.atomic.inc.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.atomic.ll,6
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.load.dwordx3.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.load.format.d16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.load.format.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.load.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.store.dwordx3.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.store.format.d16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.store.format.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.store.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.wbinvl1.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.wbinvl1.sc.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.buffer.wbinvl1.vol.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.class.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.class.ll,31
test\CodeGen\AMDGPU\llvm.amdgcn.cos.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cos.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cubeid.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.cubema.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.cubesc.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.cubetc.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.cvt.pk.i16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cvt.pk.u16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cvt.pknorm.i16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cvt.pknorm.u16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.cvt.pkrtz.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.dispatch.id.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.dispatch.ptr.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.div.fixup.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.div.fixup.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.div.fmas.ll,10
test\CodeGen\AMDGPU\llvm.amdgcn.div.scale.ll,24
test\CodeGen\AMDGPU\llvm.amdgcn.ds.append.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.bpermute.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.consume.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.barrier.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.init.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.sema.br.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.sema.p.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.sema.release.all.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.gws.sema.v.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.ordered.add.gfx10.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.ordered.add.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.ordered.swap.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.permute.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ds.swizzle.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.exp.compr.ll,16
test\CodeGen\AMDGPU\llvm.amdgcn.exp.ll,42
test\CodeGen\AMDGPU\llvm.amdgcn.exp.prim.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.fcmp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.fdiv.fast.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.fdot2.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.fmad.ftz.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.fmad.ftz.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.fmed3.f16.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.fmed3.ll,9
test\CodeGen\AMDGPU\llvm.amdgcn.fmul.legacy.ll,5
test\CodeGen\AMDGPU\llvm.amdgcn.fract.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.fract.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.frexp.exp.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.frexp.exp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.frexp.mant.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.frexp.mant.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.groupstaticsize.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.icmp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.a16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.atomic.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.d16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.gather4.a16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.gather4.d16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.gather4.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.gather4.o.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.getlod.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.load.a16.d16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.load.a16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.nsa.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.sample.a16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.sample.d16.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.sample.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.sample.ltolz.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.sample.o.dim.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.store.a16.d16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.image.store.a16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.implicit.buffer.ptr.hsa.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.implicit.buffer.ptr.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.implicitarg.ptr.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.init.exec.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.init.exec.wave32.ll,2
test\CodeGen\AMDGPU\llvm.amdgcn.interp.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.interp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.is.private.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.is.shared.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.kernarg.segment.ptr.ll,4
test\CodeGen\AMDGPU\llvm.amdgcn.kill.ll,3
test\CodeGen\AMDGPU\llvm.amdgcn.ldexp.f16.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ldexp.ll,3
test\CodeGen\AMDGPU\llvm.amdgcn.lerp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.log.clamp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mbcnt.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mfma.ll,32
test\CodeGen\AMDGPU\llvm.amdgcn.mov.dpp.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mov.dpp8.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mqsad.pk.u16.u8.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mqsad.u32.u8.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.msad.u8.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.mul.i24.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.mul.u24.ll,1
test\CodeGen\AMDGPU\llvm.amdgcn.permlane.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.ps.live.ll,3
test\CodeGen\AMDGPU\llvm.amdgcn.qsad.pk.u16.u8.ll,0
test\CodeGen\AMDGPU\llvm.amdgcn.queue.ptr.ll,1
