File Name,Assert Count
test\Transforms\InstCombine\canonicalize-clamp-with-select-of-constant-threshold-pattern.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-eq-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-ne-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-sge-to-icmp-sle.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-sgt-to-icmp-sgt.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-sle-to-icmp-sle.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-slt-to-icmp-sgt.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-uge-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-ugt-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-ule-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-constant-low-bit-mask-and-icmp-ult-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-lack-of-signed-truncation-check.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-and-icmp-eq-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-and-icmp-ne-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v2-and-icmp-eq-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v2-and-icmp-ne-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v3-and-icmp-eq-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v3-and-icmp-ne-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v4-and-icmp-eq-to-icmp-ule.ll,0
test\Transforms\InstCombine\canonicalize-low-bit-mask-v4-and-icmp-ne-to-icmp-ugt.ll,0
test\Transforms\InstCombine\canonicalize-lshr-shl-to-masking.ll,0
test\Transforms\InstCombine\canonicalize-shl-lshr-to-masking.ll,0
test\Transforms\InstCombine\canonicalize-signed-truncation-check.ll,0
test\Transforms\InstCombine\canonicalize_branch.ll,0
test\Transforms\InstCombine\cast-call-combine-prof.ll,4
test\Transforms\InstCombine\cast-call-combine.ll,1
test\Transforms\InstCombine\cast-callee-deopt-bundles.ll,0
test\Transforms\InstCombine\cast-int-fcmp-eq-0.ll,0
test\Transforms\InstCombine\cast-int-icmp-eq-0.ll,0
test\Transforms\InstCombine\cast-mul-select.ll,0
test\Transforms\InstCombine\cast-select.ll,0
test\Transforms\InstCombine\cast-set-preserve-signed-dbg-val.ll,2
test\Transforms\InstCombine\cast-set.ll,14
test\Transforms\InstCombine\cast-unsigned-icmp-eqcmp-0.ll,0
test\Transforms\InstCombine\cast.ll,224
test\Transforms\InstCombine\cast_phi.ll,0
test\Transforms\InstCombine\cast_ptr.ll,22
test\Transforms\InstCombine\ceil.ll,0
test\Transforms\InstCombine\clamp-to-minmax.ll,0
test\Transforms\InstCombine\cmp-intrinsic.ll,0
test\Transforms\InstCombine\compare-3way.ll,36
test\Transforms\InstCombine\compare-alloca.ll,0
test\Transforms\InstCombine\compare-signs.ll,21
test\Transforms\InstCombine\compare-udiv.ll,64
test\Transforms\InstCombine\compare-unescaped.ll,0
test\Transforms\InstCombine\conditional-variable-length-signext-after-high-bit-extract.ll,0
test\Transforms\InstCombine\consecutive-fences.ll,0
test\Transforms\InstCombine\constant-expr-datalayout.ll,3
test\Transforms\InstCombine\constant-fold-address-space-pointer.ll,18
test\Transforms\InstCombine\constant-fold-alias.ll,0
test\Transforms\InstCombine\constant-fold-compare.ll,0
test\Transforms\InstCombine\constant-fold-gep.ll,4
test\Transforms\InstCombine\constant-fold-iteration.ll,0
test\Transforms\InstCombine\constant-fold-libfunc.ll,6
test\Transforms\InstCombine\constant-fold-math.ll,0
test\Transforms\InstCombine\constant-fold-shifts.ll,0
test\Transforms\InstCombine\convergent.ll,0
test\Transforms\InstCombine\copysign.ll,0
test\Transforms\InstCombine\cos-1.ll,0
test\Transforms\InstCombine\cos-2.ll,4
test\Transforms\InstCombine\cos-sin-intrinsic.ll,0
test\Transforms\InstCombine\CPP_min_max.ll,0
test\Transforms\InstCombine\crash.ll,30
test\Transforms\InstCombine\ctlz-cttz-bitreverse.ll,0
test\Transforms\InstCombine\ctpop-bswap-bitreverse.ll,0
test\Transforms\InstCombine\ctpop.ll,14
test\Transforms\InstCombine\cttz-abs.ll,0
test\Transforms\InstCombine\cttz-negative.ll,0
test\Transforms\InstCombine\dce-iterate.ll,0
test\Transforms\InstCombine\deadcode.ll,3
test\Transforms\InstCombine\debug-line.ll,0
test\Transforms\InstCombine\debuginfo-dce.ll,0
test\Transforms\InstCombine\debuginfo-dce2.ll,0
test\Transforms\InstCombine\debuginfo-sink.ll,0
test\Transforms\InstCombine\debuginfo-skip.ll,0
test\Transforms\InstCombine\debuginfo-variables.ll,30
test\Transforms\InstCombine\debuginfo.ll,0
test\Transforms\InstCombine\debuginfo_add.ll,0
test\Transforms\InstCombine\default-alignment.ll,0
test\Transforms\InstCombine\demand_shrink_nsw.ll,0
test\Transforms\InstCombine\demorgan-sink-not-into-xor.ll,0
test\Transforms\InstCombine\demorgan.ll,12
test\Transforms\InstCombine\deref-alloc-fns.ll,0
test\Transforms\InstCombine\disable-simplify-libcalls.ll,0
test\Transforms\InstCombine\distribute.ll,0
test\Transforms\InstCombine\div-shift-crash.ll,0
test\Transforms\InstCombine\div-shift.ll,0
test\Transforms\InstCombine\div.ll,94
test\Transforms\InstCombine\do-not-clone-dbg-declare.ll,0
test\Transforms\InstCombine\double-float-shrink-1.ll,0
test\Transforms\InstCombine\double-float-shrink-2.ll,104
test\Transforms\InstCombine\early_constfold_changes_IR.ll,0
test\Transforms\InstCombine\early_dce_clobbers_callgraph.ll,0
test\Transforms\InstCombine\element-atomic-memintrins.ll,42
test\Transforms\InstCombine\enforce-known-alignment.ll,0
test\Transforms\InstCombine\err-rep-cold.ll,6
test\Transforms\InstCombine\exact.ll,0
test\Transforms\InstCombine\exp2-1.ll,20
test\Transforms\InstCombine\exp2-2.ll,2
test\Transforms\InstCombine\ExtractCast.ll,0
test\Transforms\InstCombine\extractelement.ll,2
test\Transforms\InstCombine\extractinsert-tbaa.ll,4
test\Transforms\InstCombine\extractvalue.ll,0
test\Transforms\InstCombine\fabs-copysign.ll,0
test\Transforms\InstCombine\fabs-libcall.ll,0
test\Transforms\InstCombine\fabs.ll,0
test\Transforms\InstCombine\fadd-fsub-factor.ll,0
test\Transforms\InstCombine\fadd.ll,0
test\Transforms\InstCombine\fast-math.ll,2
test\Transforms\InstCombine\fcmp-select.ll,0
test\Transforms\InstCombine\fcmp-special.ll,0
test\Transforms\InstCombine\fcmp.ll,30
test\Transforms\InstCombine\fdiv-cos-sin.ll,0
test\Transforms\InstCombine\fdiv-sin-cos.ll,0
test\Transforms\InstCombine\fdiv.ll,0
test\Transforms\InstCombine\ffs-1.ll,40
test\Transforms\InstCombine\float-shrink-compare.ll,64
test\Transforms\InstCombine\fls.ll,0
test\Transforms\InstCombine\fma.ll,0
test\Transforms\InstCombine\fmul-exp.ll,0
test\Transforms\InstCombine\fmul-exp2.ll,0
test\Transforms\InstCombine\fmul-pow.ll,0
test\Transforms\InstCombine\fmul-sqrt.ll,0
test\Transforms\InstCombine\fmul.ll,8
test\Transforms\InstCombine\fneg.ll,0
test\Transforms\InstCombine\fold-bin-operand.ll,0
test\Transforms\InstCombine\fold-calls.ll,0
test\Transforms\InstCombine\fold-fops-into-selects.ll,14
test\Transforms\InstCombine\fold-inc-of-add-of-not-x-and-y-to-sub-x-from-y.ll,0
test\Transforms\InstCombine\fold-phi-load-metadata.ll,0
test\Transforms\InstCombine\fold-phi.ll,0
test\Transforms\InstCombine\fold-sqrt-sqrtf.ll,0
test\Transforms\InstCombine\fold-sub-of-not-to-inc-of-add.ll,0
test\Transforms\InstCombine\fold-vector-select.ll,0
test\Transforms\InstCombine\fold-vector-zero.ll,0
test\Transforms\InstCombine\fortify-folding.ll,36
test\Transforms\InstCombine\fp-ret-bitcast.ll,0
test\Transforms\InstCombine\fpcast.ll,20
test\Transforms\InstCombine\fpextend.ll,40
test\Transforms\InstCombine\fpextend_x86.ll,5
test\Transforms\InstCombine\fprintf-1.ll,16
test\Transforms\InstCombine\fptrunc.ll,0
test\Transforms\InstCombine\fputs-1.ll,6
test\Transforms\InstCombine\fputs-opt-size.ll,0
test\Transforms\InstCombine\fsh.ll,0
test\Transforms\InstCombine\fsub.ll,6
test\Transforms\InstCombine\fwrite-1.ll,10
test\Transforms\InstCombine\gc.relocate.ll,0
test\Transforms\InstCombine\gep-addrspace.ll,0
test\Transforms\InstCombine\gep-alias.ll,0
test\Transforms\InstCombine\gep-combine-loop-invariant.ll,0
test\Transforms\InstCombine\gep-custom-dl.ll,26
test\Transforms\InstCombine\gep-inbounds-null.ll,28
test\Transforms\InstCombine\gep-sext.ll,8
test\Transforms\InstCombine\gep-vector.ll,0
test\Transforms\InstCombine\gepgep.ll,0
test\Transforms\InstCombine\gepphigep.ll,10
test\Transforms\InstCombine\getelementptr-folding.ll,0
test\Transforms\InstCombine\getelementptr.ll,152
test\Transforms\InstCombine\high-bit-signmask-with-trunc.ll,0
test\Transforms\InstCombine\high-bit-signmask.ll,0
test\Transforms\InstCombine\hoist_instr.ll,0
test\Transforms\InstCombine\icmp-add.ll,18
test\Transforms\InstCombine\icmp-bc-vec.ll,16
test\Transforms\InstCombine\icmp-custom-dl.ll,31
test\Transforms\InstCombine\icmp-div-constant.ll,0
test\Transforms\InstCombine\icmp-dom.ll,0
test\Transforms\InstCombine\icmp-logical.ll,0
test\Transforms\InstCombine\icmp-mul-zext.ll,0
test\Transforms\InstCombine\icmp-mul.ll,0
test\Transforms\InstCombine\icmp-range.ll,15
test\Transforms\InstCombine\icmp-shl-nsw.ll,0
test\Transforms\InstCombine\icmp-shl-nuw.ll,0
test\Transforms\InstCombine\icmp-shr-lt-gt.ll,0
test\Transforms\InstCombine\icmp-shr.ll,0
test\Transforms\InstCombine\icmp-sub.ll,28
test\Transforms\InstCombine\icmp-uge-of-add-of-shl-one-by-bits-to-allones-and-val-to-icmp-eq-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-uge-of-not-of-shl-allones-by-bits-and-val-to-icmp-eq-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-ugt-of-shl-1-by-bits-and-val-to-icmp-eq-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-ule-of-shl-1-by-bits-and-val-to-icmp-ne-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-ult-of-add-of-shl-one-by-bits-to-allones-and-val-to-icmp-ne-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-ult-of-not-of-shl-allones-by-bits-and-val-to-icmp-ne-of-lshr-val-by-bits-and-0.ll,0
test\Transforms\InstCombine\icmp-vec.ll,0
test\Transforms\InstCombine\icmp-xor-signbit.ll,0
test\Transforms\InstCombine\icmp.ll,233
test\Transforms\InstCombine\icmp_sdiv_with_and_without_range.ll,0
test\Transforms\InstCombine\idioms.ll,2
test\Transforms\InstCombine\indexed-gep-compares.ll,16
test\Transforms\InstCombine\inline-intrinsic-assert.ll,0
test\Transforms\InstCombine\inselt-binop.ll,0
test\Transforms\InstCombine\insert-const-shuf.ll,0
test\Transforms\InstCombine\insert-extract-shuffle.ll,6
test\Transforms\InstCombine\insert-val-extract-elem.ll,0
test\Transforms\InstCombine\insertelement-bitcast.ll,0
test\Transforms\InstCombine\intersect-accessgroup.ll,0
test\Transforms\InstCombine\intptr1.ll,10
test\Transforms\InstCombine\intptr2.ll,2
test\Transforms\InstCombine\intptr3.ll,1
test\Transforms\InstCombine\intptr4.ll,1
test\Transforms\InstCombine\intptr5.ll,1
test\Transforms\InstCombine\intptr6.ll,0
test\Transforms\InstCombine\intptr7.ll,0
test\Transforms\InstCombine\IntPtrCast.ll,1
test\Transforms\InstCombine\intrinsics.ll,0
test\Transforms\InstCombine\int_sideeffect.ll,0
test\Transforms\InstCombine\invariant.group.ll,0
test\Transforms\InstCombine\invariant.ll,0
test\Transforms\InstCombine\invert-variable-mask-in-masked-merge-scalar.ll,0
test\Transforms\InstCombine\invert-variable-mask-in-masked-merge-vector.ll,0
test\Transforms\InstCombine\invoke.ll,0
test\Transforms\InstCombine\isascii-1.ll,6
test\Transforms\InstCombine\isdigit-1.ll,10
test\Transforms\InstCombine\ispow2.ll,0
test\Transforms\InstCombine\JavaCompare.ll,0
test\Transforms\InstCombine\known-never-nan.ll,0
test\Transforms\InstCombine\known-non-zero.ll,6
test\Transforms\InstCombine\known_align.ll,0
test\Transforms\InstCombine\LandingPadClauses.ll,0
test\Transforms\InstCombine\lifetime-no-null-opt.ll,0
test\Transforms\InstCombine\lifetime-sanitizer.ll,0
test\Transforms\InstCombine\lifetime.ll,0
test\Transforms\InstCombine\load-bitcast-select.ll,0
test\Transforms\InstCombine\load-bitcast-vec.ll,0
test\Transforms\InstCombine\load-bitcast32.ll,12
test\Transforms\InstCombine\load-bitcast64.ll,12
test\Transforms\InstCombine\load-cmp.ll,48
test\Transforms\InstCombine\load-combine-metadata-2.ll,2
test\Transforms\InstCombine\load-combine-metadata-3.ll,2
test\Transforms\InstCombine\load-combine-metadata-4.ll,2
test\Transforms\InstCombine\load-combine-metadata-dominance.ll,0
test\Transforms\InstCombine\load-combine-metadata.ll,2
test\Transforms\InstCombine\load-select.ll,0
test\Transforms\InstCombine\load.ll,46
test\Transforms\InstCombine\load3.ll,6
test\Transforms\InstCombine\loadstore-alignment.ll,0
test\Transforms\InstCombine\loadstore-metadata.ll,20
test\Transforms\InstCombine\load_combine_aa.ll,2
test\Transforms\InstCombine\log-pow-nofastmath.ll,2
test\Transforms\InstCombine\log-pow.ll,0
test\Transforms\InstCombine\logical-select.ll,0
test\Transforms\InstCombine\lower-dbg-declare.ll,0
test\Transforms\InstCombine\lshr-and-negC-icmpeq-zero.ll,0
test\Transforms\InstCombine\lshr-and-signbit-icmpeq-zero.ll,0
test\Transforms\InstCombine\lshr-phi.ll,0
test\Transforms\InstCombine\lshr.ll,0
test\Transforms\InstCombine\malloc-free-delete.ll,20
test\Transforms\InstCombine\masked-merge-add.ll,0
test\Transforms\InstCombine\masked-merge-and-of-ors.ll,0
test\Transforms\InstCombine\masked-merge-or.ll,0
test\Transforms\InstCombine\masked-merge-xor.ll,0
test\Transforms\InstCombine\masked_intrinsics.ll,0
test\Transforms\InstCombine\max-of-nots.ll,0
test\Transforms\InstCombine\maximum.ll,0
test\Transforms\InstCombine\maxnum.ll,0
test\Transforms\InstCombine\max_known_bits.ll,0
test\Transforms\InstCombine\mem-deref-bytes-addrspaces.ll,0
test\Transforms\InstCombine\mem-deref-bytes.ll,0
test\Transforms\InstCombine\mem-gep-zidx.ll,8
test\Transforms\InstCombine\mem-par-metadata-memcpy.ll,0
test\Transforms\InstCombine\memccpy.ll,0
test\Transforms\InstCombine\memchr.ll,38
test\Transforms\InstCombine\memcmp-1.ll,21
test\Transforms\InstCombine\memcmp-2.ll,2
test\Transforms\InstCombine\memcmp-constant-fold.ll,0
test\Transforms\InstCombine\memcpy-1.ll,4
test\Transforms\InstCombine\memcpy-2.ll,2
test\Transforms\InstCombine\memcpy-addrspace.ll,15
test\Transforms\InstCombine\memcpy-from-global.ll,32
test\Transforms\InstCombine\memcpy-to-load.ll,0
test\Transforms\InstCombine\memcpy.ll,6
test\Transforms\InstCombine\memcpy_chk-1.ll,10
test\Transforms\InstCombine\memcpy_chk-2.ll,2
test\Transforms\InstCombine\memmove-1.ll,2
test\Transforms\InstCombine\memmove-2.ll,2
test\Transforms\InstCombine\memmove.ll,8
test\Transforms\InstCombine\memmove_chk-1.ll,8
test\Transforms\InstCombine\memmove_chk-2.ll,2
test\Transforms\InstCombine\mempcpy.ll,0
test\Transforms\InstCombine\memrchr.ll,10
test\Transforms\InstCombine\memset-1.ll,2
test\Transforms\InstCombine\memset-2.ll,2
test\Transforms\InstCombine\memset.ll,2
test\Transforms\InstCombine\memset2.ll,1
test\Transforms\InstCombine\memset_chk-1.ll,12
test\Transforms\InstCombine\memset_chk-2.ll,2
test\Transforms\InstCombine\merge-icmp.ll,4
test\Transforms\InstCombine\min-positive.ll,0
test\Transforms\InstCombine\minimum.ll,0
test\Transforms\InstCombine\minmax-demandbits.ll,0
test\Transforms\InstCombine\minmax-fold.ll,20
test\Transforms\InstCombine\minmax-fp.ll,0
test\Transforms\InstCombine\minmax-of-minmax.ll,0
test\Transforms\InstCombine\minnum.ll,0
test\Transforms\InstCombine\misc-2002.ll,0
test\Transforms\InstCombine\mul-masked-bits.ll,0
test\Transforms\InstCombine\mul.ll,56
test\Transforms\InstCombine\multi-size-address-space-pointer.ll,16
test\Transforms\InstCombine\multi-use-or.ll,0
test\Transforms\InstCombine\multiple-uses-load-bitcast-select.ll,0
test\Transforms\InstCombine\musttail-thunk.ll,0
test\Transforms\InstCombine\narrow-math.ll,70
test\Transforms\InstCombine\narrow-switch.ll,0
test\Transforms\InstCombine\narrow.ll,2
test\Transforms\InstCombine\no-negzero.ll,0
test\Transforms\InstCombine\non-integral-pointers.ll,0
test\Transforms\InstCombine\nonnull-attribute.ll,1
test\Transforms\InstCombine\not.ll,4
test\Transforms\InstCombine\nothrow.ll,0
test\Transforms\InstCombine\no_cgscc_assert.ll,0
test\Transforms\InstCombine\no_sink_instruction.ll,2
test\Transforms\InstCombine\nsw.ll,0
test\Transforms\InstCombine\obfuscated_splat.ll,1
test\Transforms\InstCombine\objsize-64.ll,0
test\Transforms\InstCombine\objsize-address-space.ll,0
test\Transforms\InstCombine\objsize-noverify.ll,0
test\Transforms\InstCombine\objsize.ll,46
test\Transforms\InstCombine\odr-linkage.ll,1
test\Transforms\InstCombine\omit-urem-of-power-of-two-or-zero-when-comparing-with-zero.ll,0
test\Transforms\InstCombine\onehot_merge.ll,0
test\Transforms\InstCombine\opaque.ll,0
test\Transforms\InstCombine\operand-complexity.ll,0
test\Transforms\InstCombine\or-fcmp.ll,0
test\Transforms\InstCombine\or-shifted-masks.ll,0
test\Transforms\InstCombine\or-xor.ll,52
test\Transforms\InstCombine\or.ll,94
test\Transforms\InstCombine\osx-names.ll,4
test\Transforms\InstCombine\out-of-bounds-indexes.ll,4
test\Transforms\InstCombine\overflow-mul.ll,0
test\Transforms\InstCombine\overflow.ll,11
test\Transforms\InstCombine\OverlappingInsertvalues.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-after-truncation-variant-a.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-after-truncation-variant-b.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-after-truncation-variant-c.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-after-truncation-variant-d.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-after-truncation-variant-e.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-variant-a.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-variant-b.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-variant-c.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-variant-d.ll,0
test\Transforms\InstCombine\partally-redundant-left-shift-input-masking-variant-e.ll,0
test\Transforms\InstCombine\phi-known-bits-operand-order.ll,0
test\Transforms\InstCombine\phi-load-metadata-2.ll,1
test\Transforms\InstCombine\phi-load-metadata-3.ll,1
test\Transforms\InstCombine\phi-load-metadata-dominance.ll,1
test\Transforms\InstCombine\phi-load-metadata.ll,1
test\Transforms\InstCombine\phi-merge-gep.ll,0
test\Transforms\InstCombine\phi-preserve-ir-flags.ll,0
test\Transforms\InstCombine\phi-select-constant.ll,0
test\Transforms\InstCombine\phi-shifts.ll,0
test\Transforms\InstCombine\phi-timeout.ll,0
test\Transforms\InstCombine\phi.ll,79
test\Transforms\InstCombine\pow-0.ll,0
test\Transforms\InstCombine\pow-1.ll,54
test\Transforms\InstCombine\pow-2.ll,2
test\Transforms\InstCombine\pow-3.ll,6
test\Transforms\InstCombine\pow-4.ll,32
test\Transforms\InstCombine\pow-cbrt.ll,0
test\Transforms\InstCombine\pow-exp-nofastmath.ll,0
test\Transforms\InstCombine\pow-exp.ll,0
test\Transforms\InstCombine\pow-sqrt.ll,0
test\Transforms\InstCombine\pow_fp_int.ll,0
test\Transforms\InstCombine\pr12251.ll,0
test\Transforms\InstCombine\pr12338.ll,0
test\Transforms\InstCombine\pr17827.ll,16
test\Transforms\InstCombine\pr19420.ll,6
test\Transforms\InstCombine\pr20079.ll,0
test\Transforms\InstCombine\pr20678.ll,2
test\Transforms\InstCombine\pr21199.ll,1
test\Transforms\InstCombine\pr21210.ll,2
test\Transforms\InstCombine\pr21651.ll,0
test\Transforms\InstCombine\pr21891.ll,0
test\Transforms\InstCombine\pr23751.ll,0
test\Transforms\InstCombine\pr23809.ll,0
test\Transforms\InstCombine\pr24354.ll,0
test\Transforms\InstCombine\pr24605.ll,0
test\Transforms\InstCombine\pr25342.ll,0
test\Transforms\InstCombine\pr25745.ll,0
test\Transforms\InstCombine\pr2645-0.ll,0
test\Transforms\InstCombine\pr26992.ll,2
test\Transforms\InstCombine\pr26993.ll,4
test\Transforms\InstCombine\pr27236.ll,2
test\Transforms\InstCombine\pr27332.ll,4
test\Transforms\InstCombine\pr27343.ll,0
test\Transforms\InstCombine\pr27703.ll,0
test\Transforms\InstCombine\pr27996.ll,0
test\Transforms\InstCombine\pr28143.ll,2
test\Transforms\InstCombine\pr28725.ll,2
test\Transforms\InstCombine\pr2996.ll,0
test\Transforms\InstCombine\PR30597.ll,0
test\Transforms\InstCombine\pr30929.ll,0
test\Transforms\InstCombine\pr31990_wrong_memcpy.ll,0
test\Transforms\InstCombine\pr32686.ll,0
test\Transforms\InstCombine\pr33453.ll,0
test\Transforms\InstCombine\pr33689_same_bitwidth.ll,0
test\Transforms\InstCombine\pr34349.ll,0
test\Transforms\InstCombine\pr34627.ll,0
test\Transforms\InstCombine\pr35515.ll,0
test\Transforms\InstCombine\pr36362.ll,0
test\Transforms\InstCombine\PR37526.ll,0
test\Transforms\InstCombine\pr38677.ll,0
test\Transforms\InstCombine\pr38897.ll,0
test\Transforms\InstCombine\pr38915.ll,0
test\Transforms\InstCombine\pr38984.ll,0
test\Transforms\InstCombine\pr39177.ll,0
test\Transforms\InstCombine\pr39908.ll,6
test\Transforms\InstCombine\pr41164.ll,0
test\Transforms\InstCombine\pr43376-getFlippedStrictnessPredicateAndConstant-assert.ll,0
test\Transforms\InstCombine\prefetch-load.ll,0
test\Transforms\InstCombine\preserve-sminmax.ll,0
test\Transforms\InstCombine\preserved-analyses.ll,1
test\Transforms\InstCombine\prevent-cmp-merge.ll,6
test\Transforms\InstCombine\printf-1.ll,33
test\Transforms\InstCombine\printf-2.ll,8
test\Transforms\InstCombine\printf-3.ll,2
test\Transforms\InstCombine\ptr-int-cast.ll,10
test\Transforms\InstCombine\pull-binop-through-shift.ll,0
test\Transforms\InstCombine\pull-conditional-binop-through-shift.ll,0
test\Transforms\InstCombine\puts-1.ll,4
test\Transforms\InstCombine\range-check.ll,16
test\Transforms\InstCombine\readnone-maythrow.ll,0
test\Transforms\InstCombine\realloc.ll,0
test\Transforms\InstCombine\reassociate-nuw.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-a.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-b.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-c.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-d.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-e.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-after-truncation-variant-f.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-a.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-b.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-c.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-d.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-e.ll,0
test\Transforms\InstCombine\redundant-left-shift-input-masking-variant-f.ll,0
test\Transforms\InstCombine\redundant-right-shift-input-masking.ll,0
test\Transforms\InstCombine\rem.ll,68
test\Transforms\InstCombine\result-of-add-of-negative-is-non-zero-and-no-underflow.ll,0
test\Transforms\InstCombine\result-of-add-of-negative-or-zero-is-non-zero-and-no-underflow.ll,0
test\Transforms\InstCombine\result-of-usub-is-non-zero-and-no-overflow.ll,0
test\Transforms\InstCombine\reuse-constant-from-select-in-icmp.ll,0
test\Transforms\InstCombine\rotate.ll,0
test\Transforms\InstCombine\sadd-with-overflow.ll,0
test\Transforms\InstCombine\sadd_sat.ll,0
test\Transforms\InstCombine\salvage-dbg-declare.ll,0
test\Transforms\InstCombine\saturating-add-sub.ll,208
test\Transforms\InstCombine\scalarization.ll,0
test\Transforms\InstCombine\sdiv-1.ll,0
test\Transforms\InstCombine\sdiv-2.ll,0
test\Transforms\InstCombine\sdiv-canonicalize.ll,14
test\Transforms\InstCombine\sdiv-guard.ll,0
test\Transforms\InstCombine\select-2.ll,0
test\Transforms\InstCombine\select-binop-cmp.ll,0
test\Transforms\InstCombine\select-bitext-bitwise-ops.ll,0
test\Transforms\InstCombine\select-bitext.ll,34
test\Transforms\InstCombine\select-cmp-br.ll,12
test\Transforms\InstCombine\select-cmp-cttz-ctlz.ll,68
test\Transforms\InstCombine\select-cmpxchg.ll,0
test\Transforms\InstCombine\select-crash-noverify.ll,2
test\Transforms\InstCombine\select-crash.ll,0
test\Transforms\InstCombine\select-ctlz-to-cttz.ll,0
test\Transforms\InstCombine\select-extractelement.ll,0
test\Transforms\InstCombine\select-gep.ll,20
test\Transforms\InstCombine\select-icmp-and.ll,68
test\Transforms\InstCombine\select-load-call.ll,3
test\Transforms\InstCombine\select-obo-peo-ops.ll,144
test\Transforms\InstCombine\select-of-bittest.ll,0
test\Transforms\InstCombine\select-pr39595.ll,0
test\Transforms\InstCombine\select-select.ll,0
test\Transforms\InstCombine\select-with-bitwise-ops.ll,18
test\Transforms\InstCombine\select.ll,190
test\Transforms\InstCombine\select_arithmetic.ll,12
test\Transforms\InstCombine\select_meta.ll,10
test\Transforms\InstCombine\set-lowbits-mask-canonicalize.ll,0
test\Transforms\InstCombine\set.ll,60
test\Transforms\InstCombine\setcc-strength-reduce.ll,5
test\Transforms\InstCombine\sext.ll,36
test\Transforms\InstCombine\shift-add.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-in-bittest-with-truncation-lshr.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-in-bittest-with-truncation-shl.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-in-bittest.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-with-truncation-ashr.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-with-truncation-lshr.ll,0
test\Transforms\InstCombine\shift-amount-reassociation-with-truncation-shl.ll,0
test\Transforms\InstCombine\shift-amount-reassociation.ll,0
test\Transforms\InstCombine\shift-by-signext.ll,0
test\Transforms\InstCombine\shift-direction-in-bit-test.ll,0
test\Transforms\InstCombine\shift-shift.ll,0
test\Transforms\InstCombine\shift-sra.ll,10
test\Transforms\InstCombine\shift.ll,192
